"Explain the principles of a **Fenwick tree (Binary Indexed Tree)** and its applications for efficient prefix sum queries and point updates.","Code_data_structures"
"Implement a **min-priority queue using a binary heap**, detailing insertion, deletion, and extract-min operations.","Code_data_structures"
"Discuss the trade-offs between adjacency matrix and adjacency list representations of graphs for various graph algorithms.","Code_data_structures"
"Design a data structure that supports efficient insertion, deletion, and finding the median element in O(log N) time.","Code_data_structures"
"Analyze the geopolitical impact of **desertification** on population displacement, resource conflicts, and food security.","GK_geography"
"Discuss the causes and consequences of **wildfires** and effective prevention and management strategies.","GK_geography"
"Explain the concept of **urban green spaces** and their benefits for environmental sustainability and human well-being.","GK_geography"
"Describe the formation and characteristics of **caves and karst landscapes** and their unique ecosystems.","GK_geography"
"Evaluate the challenges and opportunities for **sustainable urban development** in rapidly growing cities.","GK_geography"
"Discuss the role of **geography in understanding epidemics and disease outbreaks** and designing public health interventions.","GK_geography"
"Analyze the impact of **freshwater pollution** on aquatic biodiversity, human health, and economic development.","GK_geography"
"Analyze the economic impact of **sports sponsorships and endorsements** on athlete income and brand marketing.","GK_sports"
"Discuss the ethical dilemmas surrounding **sports gambling** and its potential for match-fixing and addiction.","GK_sports"
"Evaluate the effectiveness of different **youth sports development models** and their focus on participation versus elite performance.","GK_sports"
"Describe the history and cultural significance of **individual sports** (e.g., tennis, golf, track and field) globally.","GK_sports"
"Explain the business model of **sports merchandise and licensing** and its role in fan engagement.","GK_sports"
"Analyze the socio-political significance of **sports and national identity** in major international competitions.","GK_sports"
"Discuss the challenges and opportunities of **promoting sports as a tool for social inclusion** and community development.","GK_sports"
"Provide empathetic support to someone struggling with **body image issues** and fostering a healthier relationship with their body.","Chat_emotional_support"
"Offer support to a friend experiencing **grief after the loss of a close friendship**, acknowledging the unique nature of this loss.","Chat_emotional_support"
"How would you compassionately advise someone facing **ethical dilemmas in their personal relationships** (e.g., honesty vs. loyalty)?","Chat_emotional_support"
"A colleague is feeling **unrecognized and undervalued** at work. How would you support them in advocating for themselves and finding validation?","Chat_emotional_support"
"You encounter someone expressing **feelings of deep loneliness** and isolation. Describe how you would offer support in building connections.","Chat_emotional_support"
"A friend confides in you about struggles with **perfectionism and fear of failure**. How would you offer empathetic support?","Chat_emotional_support"
"How would you provide reassurance to an individual who is hesitant to **embrace a new identity** or phase of life?","Chat_emotional_support"
"Write a chilling psychological thriller set within a **remote psychiatric facility**, where a patient claims to have memories of a conspiracy outside.","Chat_story"
"Compose a whimsical children's story about a **tiny forgotten village** that discovers a magical secret allowing them to communicate with animals.","Chat_story"
"Craft a gripping thriller set in the world of **clandestine genetic experiments**, where a new species threatens humanity.","Chat_story"
"Develop a historical fiction piece set during the **fall of a major empire**, focusing on the lives of ordinary citizens caught in the upheaval.","Chat_story"
